movieId,genre
1244,Comedy
1278,Comedy
1348,Horror
1428,Drama
1679,Comedy
1701,Comedy
2002,Action
2026,Horror
2125,Drama
2171,Drama
2622,Comedy
3102,Crime
3578,Adventure
3629,Adventure
4029,Comedy
4064,Action
4191,Drama
4248,Comedy
4799,Comedy
4963,Crime
5497,Sci-Fi
5507,Thriller
5543,Action
5682,Drama
5809,Crime
6280,Thriller
6516,Drama
6539,Comedy
7005,Comedy
7049,Musical
7076,Action
7264,Comedy
7382,Drama
8025,Drama
8189,Comedy
8360,Comedy
8447,Sci-Fi
8838,Romance
8972,Adventure
27178,Romance
27368,Comedy
32659,Comedy
34450,Drama
37729,Fantasy
41569,Drama
47610,Drama
47721,Children
49274,Animation
51077,Action
51939,Comedy
52287,Action
52867,Romance
53574,Comedy
58105,Fantasy
59615,Action
61628,Drama
63113,Thriller
73266,Comedy
74154,Comedy
74324,Drama
76093,Adventure
77421,Drama
78041,Action
88327,Action
89072,Horror
89470,Sci-Fi
91094,Musical
91784,Drama
95145,Action
99112,Action
101884,Adventure
103042,Adventure
103210,Adventure
103449,Crime
108727,Drama
110501,Crime
113280,Drama
117529,Thriller
120478,Documentary
129937,Action
130518,Sci-Fi
130634,Thriller
136840,Comedy
139644,Drama
148881,Comedy
149612,Drama
157200,Drama
158872,Comedy
169904,Sci-Fi
172013,Drama
179133,Animation
189381,Crime
193565,Sci-Fi
90719,Drama
92643,Children
167772,Animation
65,Comedy
103,Sci-Fi
113,Mystery
173,Crime
183,Horror
260,Action
263,Drama
317,Drama
517,Mystery
635,Comedy
673,Comedy
944,Drama
1094,Romance
1259,Drama
1783,Mystery
1937,Musical
2300,Comedy
2330,Comedy
2344,Thriller
2420,Drama
2491,Romance
2559,Animation
2617,Adventure
2750,Comedy
2765,Comedy
2859,Musical
2875,Drama
2935,Romance
2941,War
3159,Children
3394,Comedy
3398,Comedy
3418,Drama
3452,Romance
3461,Thriller
3462,Drama
3503,Mystery
3551,Drama
3556,Drama
3623,Thriller
3754,Fantasy
3858,Comedy
3908,Horror
4010,Comedy
4078,Drama
4355,Drama
4802,War
4887,Sci-Fi
5088,Crime
5219,Sci-Fi
5461,Drama
5596,Comedy
5938,Mystery
6270,Drama
6449,Drama
6734,Romance
6853,Comedy
6886,Romance
7091,Comedy
7439,Action
7584,Romance
8261,Drama
8908,Drama
27266,Fantasy
27328,Fantasy
31184,Action
34292,Action
39449,Drama
40732,Drama
46967,Comedy
48416,Crime
54648,Crime
62511,Comedy
64278,Documentary
65685,Fantasy
71745,Children
80846,Mystery
84799,Sci-Fi
93287,Comedy
96588,Musical
100383,Thriller
100611,Comedy
110127,Drama
114184,Drama
117867,Action
118198,Documentary
119655,Fantasy
120827,Horror
121338,Romance
127319,Thriller
129011,Comedy
130634,Action
140816,Comedy
151777,Thriller
151781,Action
152071,Drama
160571,Horror
165347,Action
161918,Adventure
2,Fantasy
79,Drama
157,War
277,Drama
468,Comedy
552,Comedy
610,Animation
615,Drama
735,Horror
896,Drama
942,Mystery
1023,Musical
1043,Romance
1137,Romance
1189,Documentary
1194,Comedy
1460,Comedy
1526,Comedy
1626,Action
1900,Comedy
1947,Romance
1958,Comedy
1960,Drama
1995,Thriller
2145,Drama
2337,Drama
2502,Comedy
2632,Mystery
2731,Drama
2769,Crime
2779,Comedy
2936,Romance
3003,Drama
3062,War
3194,Drama
3334,Thriller
3556,Romance
3706,Film-Noir
3743,Comedy
3834,Drama
3859,Documentary
4041,Drama
4168,Comedy
4265,Action
4384,Drama
4876,Thriller
5048,Comedy
5093,Thriller
5120,Thriller
5638,Adventure
5667,Drama
5881,Sci-Fi
5999,Adventure
6100,Comedy
6145,Horror
6587,Romance
6636,Romance
6893,Action
6902,Fantasy
7004,Comedy
7394,Comedy
7562,Crime
8633,Sci-Fi
8640,War
26048,War
27193,Action
27328,Action
40148,Thriller
41712,Drama
44759,Drama
47200,Thriller
49263,Comedy
50872,Children
52319,Adventure
54354,Documentary
56171,Adventure
60674,Sci-Fi
61729,Fantasy
61818,Thriller
68237,Sci-Fi
70697,Children
70728,Action
71466,Comedy
83132,Children
84523,Comedy
86295,Thriller
90374,Drama
91470,Action
93610,Drama
94160,Action
95163,Action
95311,Comedy
96829,Drama
97785,Horror
100737,Action
101112,Action
103221,Comedy
103253,Drama
110669,Documentary
117877,Adventure
118290,Sci-Fi
120138,Mystery
135567,Action
148424,Comedy
166635,Romance
167746,Comedy
170551,Comedy
174141,Fantasy
177285,Fantasy
183317,Drama
104374,Romance
60,Adventure
231,Comedy
261,Drama
499,Romance
608,Drama
876,Action
919,Adventure
1012,Drama
1030,Animation
1192,Documentary
1227,Crime
1245,Film-Noir
1304,Action
1389,Horror
1427,Action
1617,Crime
2023,Crime
2328,Western
2697,Drama
2742,Drama
3079,Comedy
3420,Drama
3445,Mystery
3682,Action
3706,Thriller
3785,Horror
3794,Drama
3826,Thriller
3988,Children
4103,War
4338,Drama
4406,Western
4447,Romance
4475,War
4688,Drama
4901,Drama
5375,Musical
5437,Comedy
5452,Comedy
5941,Comedy
5965,Action
6060,Comedy
6170,Children
6170,Drama
6193,Thriller
6196,Crime
6342,Comedy
6668,Romance
7036,Comedy
7225,Documentary
7614,Romance
7620,Drama
8578,Horror
8919,Romance
26236,Comedy
26258,Fantasy
26317,Drama
27020,Romance
27255,Drama
30810,Fantasy
30883,Comedy
31364,Thriller
32511,Adventure
32620,Comedy
41566,Adventure
42013,Comedy
44943,Documentary
55116,Action
56757,Drama
61248,Sci-Fi
62208,Drama
68848,Adventure
68848,Crime
71550,Mystery
80880,Drama
82499,Romance
86487,Drama
91535,Thriller
92259,Comedy
95307,Musical
96471,Mystery
100326,Comedy
101415,Romance
102735,Drama
103655,Action
111781,Thriller
117529,Action
120807,Comedy
125974,Comedy
128488,Crime
135133,Sci-Fi
135456,Action
135532,Action
138036,Adventure
142196,Comedy
146309,Animation
147142,Children
110102,Sci-Fi
1,Comedy
145,Comedy
149,Crime
179,Romance
265,Fantasy
293,Drama
356,Comedy
426,Thriller
435,Sci-Fi
437,Comedy
496,Romance
610,Horror
780,Action
934,Comedy
1129,Adventure
1140,Drama
1224,Action
1267,Thriller
1346,Drama
1376,Sci-Fi
1713,Children
2026,Thriller
2099,Musical
2139,Animation
2747,Comedy
2803,Romance
2876,Children
2961,Drama
2985,Sci-Fi
3073,Romance
3169,Crime
3249,Thriller
3269,Drama
3467,Western
3873,Comedy
3894,Drama
3963,Musical
4006,Animation
4111,War
4135,Comedy
4577,Drama
4915,Fantasy
4991,Romance
5049,Action
5177,Drama
5438,Comedy
5975,Romance
6051,Action
6093,Fantasy
6218,Drama
6315,Comedy
6732,Comedy
6851,Romance
6953,Thriller
7045,Children
7046,Horror
7192,Action
7450,Comedy
8879,Crime
8917,Animation
26147,Romance
26344,Thriller
26704,Drama
27744,Drama
33310,Drama
39183,Drama
46965,Action
52287,Children
53326,Horror
59306,Mystery
62999,Children
63393,Comedy
65037,Drama
67734,Comedy
68659,Adventure
69481,War
69516,Film-Noir
70301,Drama
73854,Adventure
78703,Comedy
79299,Mystery
79895,Mystery
85020,Action
88746,Comedy
90746,Mystery
96079,Adventure
96606,Documentary
98239,Action
103449,Drama
107771,Romance
110781,Action
112316,Drama
113374,Animation
113416,Action
114060,Crime
118894,Children
132618,Thriller
133782,Horror
138204,Comedy
142372,Drama
170827,Adventure
172637,Adventure
172637,Animation
176621,Romance
29,Adventure
78,Thriller
103,Mystery
169,Adventure
360,Action
364,Adventure
546,Action
741,Sci-Fi
930,Romance
943,Romance
988,Drama
1086,Mystery
1227,Drama
1279,Comedy
1678,Drama
1695,Drama
1821,Comedy
2107,Horror
2183,Adventure
2402,Thriller
2447,Comedy
2561,Thriller
2589,Drama
2629,Comedy
2717,Comedy
2787,Horror
2794,Romance
2870,Comedy
2912,Crime
2948,Action
2956,Crime
3051,Drama
3445,Thriller
3497,Comedy
3843,Horror
3977,Comedy
4042,Drama
4063,Romance
4306,Comedy
4638,Sci-Fi
4845,Crime
4953,Sci-Fi
5040,Adventure
5300,Western
5312,Crime
5329,Drama
5333,Drama
5428,Comedy
5573,Comedy
5733,Thriller
5962,Thriller
5989,Crime
6064,Film-Noir
6382,Drama
6667,Documentary
6776,Musical
6883,Romance
7004,Action
7443,Documentary
7579,Drama
7891,Horror
8724,Drama
8972,Thriller
25826,Romance
27563,Comedy
27808,Romance
27816,Action
33090,Sci-Fi
39427,Thriller
43560,Children
44665,Crime
54908,Comedy
56174,Action
58347,Comedy
59306,Horror
60161,Romance
60293,Comedy
60516,Adventure
62008,Action
63222,Thriller
63826,Horror
65350,Crime
66297,Action
68886,Romance
71518,Drama
72178,Comedy
72694,Drama
77364,Adventure
78142,War
84954,Romance
85334,Action
85788,Fantasy
87834,Animation
90524,Drama
92348,Adventure
94262,Sci-Fi
95519,Fantasy
97904,Comedy
99114,Drama
100163,Action
100611,Sci-Fi
102070,Sci-Fi
102993,Comedy
104272,Documentary
104780,Animation
117364,War
122260,War
122932,Romance
128097,Comedy
130050,Thriller
158783,Thriller
159811,Animation
163645,War
165139,Comedy
168366,Romance
169958,Drama
169982,Sci-Fi
172825,Adventure
179491,Horror
184053,Action
6338,Children
17,Drama
674,Comedy
748,Thriller
785,Comedy
829,Fantasy
848,Drama
1088,Drama
1167,Comedy
1235,Romance
1609,Drama
1914,Comedy
2153,Adventure
2248,Drama
2352,Comedy
2367,Thriller
2378,Crime
2413,Comedy
2573,Drama
2617,Horror
2682,Drama
2805,Romance
2839,Drama
2868,Horror
3147,Crime
3265,Action
3389,Action
3456,Drama
3865,Documentary
4210,Action
4305,Romance
4626,Sci-Fi
4644,Romance
4774,Crime
5096,Comedy
5425,Drama
5493,Comedy
5630,Mystery
5768,Comedy
6232,Children
6503,Crime
7041,Crime
7051,Comedy
7090,Drama
7103,Comedy
7116,Mystery
7190,Drama
7260,Drama
8372,Animation
8782,Adventure
25773,Crime
25870,Comedy
26084,Comedy
26401,Action
27539,Romance
32743,Drama
34540,Comedy
37857,Adventure
40723,Crime
41828,Comedy
42718,Action
53127,Drama
56915,Fantasy
56921,Sci-Fi
59315,Action
60753,Crime
61352,Crime
63179,Drama
65588,Comedy
71106,Comedy
71732,Comedy
73319,Romance
78041,Comedy
78266,Sci-Fi
82093,Romance
87197,Comedy
88129,Drama
90357,Drama
95182,Sci-Fi
99191,Horror
99437,Horror
99813,Animation
103366,Action
107962,Thriller
116529,Action
117895,Action
121171,Documentary
132046,Adventure
132888,Comedy
133217,Crime
142422,Comedy
145935,Adventure
160684,Action
166461,Children
172793,Fantasy
173145,Action
177185,Comedy
188301,Action
269,Drama
345,Comedy
434,Adventure
436,Thriller
799,Thriller
840,Children
881,Comedy
885,Fantasy
1129,Sci-Fi
1208,Action
1253,Drama
1254,Western
1284,Mystery
1318,Drama
1365,Drama
1507,Drama
1515,Drama
1566,Adventure
2067,Romance
2144,Romance
2248,Romance
2263,Drama
2644,Horror
2878,Horror
2986,Thriller
3031,Comedy
3415,Drama
3444,Action
3446,Comedy
3506,Comedy
3519,Drama
3810,Drama
3869,Comedy
4175,Comedy
4205,Drama
4353,Action
4914,Crime
4914,Drama
5456,Western
5463,Action
5700,Sci-Fi
5840,Comedy
5880,Action
5941,Romance
6006,Romance
6013,Comedy
6213,Drama
6216,Drama
6239,Sci-Fi
6242,Mystery
6249,Comedy
6373,Comedy
6466,Romance
6689,Comedy
6790,Fantasy
6985,Drama
7256,Adventure
7394,Action
7482,Action
7482,Crime
8765,Crime
26999,Romance
27246,Drama
27905,Sci-Fi
31664,Action
31925,Romance
32298,Comedy
32666,Comedy
33132,Action
33830,Comedy
34397,Action
43936,Crime
44225,Children
44238,Comedy
47774,Fantasy
48001,Drama
48516,Crime
48518,Thriller
56286,Drama
58303,Crime
59731,Documentary
60128,Comedy
63222,Drama
64993,Romance
65577,Animation
65651,Fantasy
66297,Animation
68480,Crime
70286,Sci-Fi
72737,Children
76054,Drama
79428,Comedy
80584,Romance
81456,Drama
82641,Drama
85354,Crime
90343,Comedy
91630,Adventure
93740,Romance
95105,Adventure
95873,Fantasy
96373,Drama
100714,Drama
102378,Comedy
109846,Comedy
110655,Comedy
111732,Fantasy
114935,Sci-Fi
122433,Horror
127136,Drama
130450,Adventure
148978,Mystery
162600,Fantasy
162968,Animation
167370,Action
174053,Sci-Fi
176101,Comedy
193585,Drama
31,Drama
32,Sci-Fi
198,Thriller
258,Adventure
610,Action
736,Adventure
783,Romance
908,Thriller
994,Comedy
1036,Thriller
1112,Comedy
1188,Comedy
1373,Sci-Fi
1375,Action
1625,Thriller
1735,Romance
1812,Comedy
1884,Adventure
1894,Romance
1910,Crime
2006,Comedy
2022,Drama
2263,Fantasy
2320,Drama
2421,Adventure
2748,Adventure
2797,Romance
3255,Drama
3521,Drama
3809,Comedy
3920,Fantasy
3949,Drama
4018,Romance
4125,Sci-Fi
4247,Adventure
4251,Thriller
4305,Thriller
4545,Sci-Fi
4583,Action
4623,Comedy
4785,Western
4802,Comedy
5419,Adventure
5419,Children
5475,Thriller
5489,Horror
5619,Documentary
5689,Drama
6070,Drama
6186,Drama
6280,Drama
6324,Comedy
6390,Musical
6534,Adventure
6536,Adventure
6734,Thriller
6978,Comedy
7027,Action
7235,Horror
7364,Crime
7748,Crime
8809,Romance
8836,Drama
8984,Comedy
25886,Drama
25940,Mystery
26095,Drama
26394,Drama
26662,Children
31086,Crime
32898,Fantasy
34150,Sci-Fi
39869,Drama
40278,War
47254,Drama
47997,Comedy
48518,Horror
51709,Sci-Fi
53121,Fantasy
53140,Action
54372,Crime
70305,Adventure
72601,Action
74530,Adventure
75985,Action
77709,Adventure
78105,Fantasy
80166,Comedy
80969,Romance
84392,Thriller
86345,Comedy
88125,Fantasy
88744,Thriller
90249,Sci-Fi
91660,Sci-Fi
92348,Romance
98908,Romance
105746,Documentary
107013,Fantasy
107141,Comedy
107630,Comedy
108729,Mystery
111663,Horror
112370,Adventure
113350,Drama
116044,Romance
120813,Comedy
124859,Thriller
127134,Adventure
129229,Action
136834,Horror
139157,Comedy
143245,Animation
143511,Documentary
154975,Documentary
161290,Action
162828,Thriller
163985,Sci-Fi
164753,Romance
168350,Drama
175707,Documentary
101360,Thriller
95,Action
112,Adventure
327,Comedy
619,Comedy
766,Drama
919,Musical
1034,Crime
1248,Thriller
1610,Action
1688,Animation
1726,Sci-Fi
1730,Drama
1805,Mystery
1912,Comedy
1950,Drama
2090,Drama
2324,Comedy
2373,Fantasy
3054,Animation
3070,Comedy
3094,Romance
3244,Romance
3360,Romance
3403,Drama
3474,Thriller
3685,Drama
3761,Crime
4035,Western
4210,Crime
4585,Comedy
4800,Romance
4992,Romance
5013,Mystery
5134,Drama
5506,Crime
5521,Crime
5570,Horror
5791,Drama
6660,Musical
6944,Comedy
7390,Musical
7444,Comedy
7706,Musical
8138,Sci-Fi
8454,Drama
8482,Fantasy
8610,Comedy
26169,Crime
26695,Drama
26712,Documentary
27480,Thriller
32298,Romance
36289,Adventure
36289,Fantasy
41569,Thriller
41716,Thriller
42761,Comedy
48319,Action
48322,Comedy
49530,Adventure
52435,Musical
53355,Comedy
53953,Thriller
54771,Thriller
55995,Action
60030,Thriller
61818,Action
62586,Fantasy
62956,Comedy
70545,Comedy
72165,Fantasy
75803,Comedy
76175,Action
76301,Comedy
80489,Thriller
84944,Children
89586,Adventure
92422,Thriller
95145,Adventure
102590,Fantasy
103085,Fantasy
104076,Children
104211,Crime
112175,Animation
112868,Thriller
116897,Comedy
117109,Comedy
121097,Children
125970,Adventure
126142,Children
126548,Comedy
134881,Drama
136816,Action
147380,Children
161354,Drama
163134,Drama
164375,Comedy
170939,Comedy
171763,Thriller
177765,Children
180031,Adventure
68,Comedy
112,Action
415,Comedy
418,Drama
688,War
798,Adventure
1003,Drama
1022,Musical
1246,Drama
1248,Crime
1466,Crime
1487,Drama
1566,Musical
1717,Thriller
1946,Romance
2078,Musical
2087,Musical
2093,Fantasy
2165,Comedy
2819,Romance
2846,Children
3076,Comedy
3256,Thriller
3425,Musical
3598,Drama
4037,Thriller
4056,Mystery
4290,Comedy
4527,Romance
4541,Horror
4675,Comedy
4896,Adventure
4899,Fantasy
5075,Comedy
5239,Drama
5424,Romance
5433,Mystery
5700,Adventure
5840,Drama
5856,Romance
6263,War
6295,Comedy
6298,Comedy
6609,Drama
7169,Romance
7215,Thriller
7669,Drama
7714,Drama
7720,Romance
7756,Drama
7944,Thriller
8501,Action
8507,Horror
26172,Thriller
26313,Comedy
26940,Comedy
27611,Drama
31116,War
32031,Children
32554,Animation
34323,Action
45062,Crime
45442,Thriller
48142,Drama
51694,Drama
53129,Thriller
55259,Adventure
55267,Romance
55995,Fantasy
56156,Crime
59604,Drama
62394,Action
64116,Comedy
69805,Fantasy
70336,Thriller
76301,Animation
77206,Comedy
77893,Drama
84950,Comedy
86548,Drama
88744,Drama
90057,Drama
92264,Comedy
92494,Documentary
93840,Sci-Fi
96567,Drama
98799,Animation
103688,Thriller
113705,Drama
127134,Drama
128488,Action
129737,Comedy
132335,Drama
136359,Children
138208,Adventure
141816,Adventure
156607,Action
165639,Comedy
171867,Drama
174055,Drama
176329,Comedy
40826,Musical
99728,Action
618,Romance
1019,Sci-Fi
1032,Adventure
1148,Children
1464,Romance
1673,Drama
1722,Adventure
1779,Thriller
1967,Adventure
2076,Thriller
2087,Fantasy
2108,Comedy
2121,Thriller
2306,Comedy
2551,Thriller
2867,Horror
2905,Adventure
3143,War
3240,Comedy
3368,Romance
3390,Drama
3450,Comedy
3515,Comedy
3524,Comedy
3555,Thriller
3606,Musical
3643,Drama
3678,Drama
3751,Children
3756,Drama
3766,War
4053,Comedy
4074,Drama
4181,Comedy
4207,Action
4238,Mystery
4312,Drama
4420,Drama
4688,Adventure
4744,Horror
4881,Drama
5312,Thriller
5454,Comedy
6143,Comedy
6300,Comedy
6327,Documentary
6477,Drama
6548,Thriller
6574,Sci-Fi
6787,Drama
6820,Horror
6920,Thriller
7057,Fantasy
7132,Comedy
7208,Horror
7387,Drama
7487,Drama
7846,Sci-Fi
7888,Comedy
8484,War
25827,Romance
26147,Comedy
27426,Action
27482,Mystery
30848,Drama
33649,Comedy
34520,Action
36397,Children
38886,Comedy
42946,Comedy
43396,Drama
44195,Drama
48877,Thriller
49263,Documentary
52604,Crime
53140,Romance
58191,Documentary
58297,Drama
58972,Comedy
59103,Action
60487,Animation
61167,Mystery
71129,Animation
73741,Action
80219,Action
82767,Drama
83969,Comedy
86628,Action
87834,Comedy
88405,Romance
91273,Drama
94266,Comedy
101112,Fantasy
103233,Adventure
105213,Romance
107069,War
112454,Drama
113532,Comedy
140359,Adventure
141668,Drama
148482,Drama
148956,Comedy
164367,Drama
168266,Drama
169984,Horror
189547,Sci-Fi
6,Thriller
160,Mystery
301,Drama
451,Mystery
921,Comedy
1085,Adventure
1120,Comedy
1218,Crime
1277,Romance
1298,Musical
1335,Mystery
1341,Horror
1431,Action
1513,Comedy
1617,Thriller
2008,Drama
2067,Drama
2120,Drama
2268,Drama
2315,Thriller
2365,Action
2366,Fantasy
2523,Drama
2736,Comedy
3010,Drama
3105,Mystery
3108,Drama
3345,Children
3608,Comedy
3623,Action
3663,Thriller
3694,Horror
3786,Comedy
4085,Comedy
4121,Sci-Fi
4641,Drama
4709,Western
5048,Adventure
5152,Action
5537,Musical
5741,Romance
5912,Crime
5925,Horror
5943,Romance
6350,Sci-Fi
6571,Drama
6744,Horror
7004,Thriller
7304,Comedy
8383,Romance
8830,Drama
8978,Children
26236,War
26249,Comedy
26340,Children
27368,Fantasy
27708,Drama
31909,Horror
31921,Crime
34542,Documentary
47404,Sci-Fi
50064,Thriller
50440,Horror
50792,Romance
53129,Drama
53322,Thriller
57951,Comedy
60074,Crime
60818,Adventure
69118,Mystery
70946,Horror
71252,Horror
78034,Comedy
86068,Thriller
87287,Documentary
90243,Action
91660,Action
91671,Animation
92234,Drama
96471,Drama
96964,Drama
97188,Horror
97904,Drama
102749,Crime
105250,Documentary
117529,Sci-Fi
120466,Thriller
132362,Sci-Fi
142020,Comedy
142509,Sci-Fi
145951,Action
146684,Animation
158022,Comedy
160978,Sci-Fi
166528,Sci-Fi
168090,Fantasy
176805,Drama
243,Comedy
349,Crime
364,Children
388,Drama
496,Comedy
547,Thriller
549,Musical
899,Musical
929,Drama
1241,Horror
1264,Drama
1274,Action
1326,Horror
1399,Drama
1564,Drama
1564,Romance
1687,Thriller
1985,Horror
2012,Comedy
2160,Thriller
2446,Thriller
2473,Comedy
2478,Western
2574,Comedy
2581,Romance
2716,Comedy
2861,Drama
2947,Thriller
3054,Adventure
3271,Drama
3557,Thriller
3882,Comedy
3983,Drama
4065,Crime
4419,Romance
4459,Documentary
4533,Sci-Fi
4788,Drama
4864,Documentary
5476,Thriller
5880,Crime
5991,Comedy
6333,Sci-Fi
6387,Crime
6628,Comedy
6631,Horror
6636,Comedy
6666,Comedy
6731,Sci-Fi
6947,Drama
6967,Mystery
7055,Comedy
7184,Drama
7321,Thriller
7896,Drama
8169,Comedy
8191,Drama
8254,Comedy
8360,Musical
8491,Drama
8533,Romance
8670,Horror
8712,Comedy
31804,Sci-Fi
32456,Fantasy
33138,Comedy
41997,Thriller
43869,Comedy
44193,Comedy
49284,Romance
49389,Western
49649,Adventure
49932,Drama
51694,Romance
52328,Sci-Fi
54190,Romance
54787,Drama
55116,Adventure
55814,Drama
58025,Drama
58404,Fantasy
60293,Romance
62970,Fantasy
67295,Comedy
71550,Comedy
77177,Documentary
79134,Comedy
84942,Fantasy
87194,Adventure
91261,Romance
93008,Comedy
94777,Sci-Fi
95149,Fantasy
95193,Children
95796,Thriller
95839,Drama
96150,Documentary
96488,Documentary
96530,Romance
104908,Horror
105351,Drama
105585,Crime
109596,Drama
112852,Action
118326,Crime
133545,Comedy
148888,Comedy
155892,Comedy
156025,Animation
161044,Sci-Fi
164226,Adventure
168026,Sci-Fi
184931,Drama
193571,Drama
98361,Thriller
130087,Fantasy
154358,Documentary
110,Action
178,Comedy
231,Adventure
232,Drama
293,Action
356,Drama
470,Comedy
602,Documentary
838,Drama
1025,Children
1034,Comedy
1073,Children
1688,Children
1801,Drama
2098,Comedy
2363,Sci-Fi
2656,Sci-Fi
2700,Comedy
2713,Thriller
2804,Comedy
2950,Romance
2973,Crime
2974,Thriller
3028,Comedy
3208,Action
3390,Adventure
3397,Children
4788,Romance
5040,Action
5388,Mystery
5415,Drama
6016,Drama
6349,Drama
6615,Action
7104,Comedy
7457,Romance
7834,Crime
8640,Adventure
8814,Comedy
8948,Drama
8985,Action
25946,Adventure
27683,Horror
30892,Documentary
31221,Action
31223,Comedy
31696,Action
33237,Musical
33672,Action
35957,Horror
36509,Action
44773,Horror
46965,Horror
47538,Comedy
52668,Romance
53140,Fantasy
53894,Drama
56801,Sci-Fi
56869,Comedy
57951,Romance
61160,Animation
65596,Crime
68347,Thriller
71899,Animation
72378,Thriller
72489,Drama
72701,Comedy
79242,Comedy
81520,Action
81847,Comedy
91273,Fantasy
92509,Romance
95165,Adventure
95167,Animation
95377,Musical
95499,Animation
95796,Action
98203,Romance
98491,Comedy
102070,Horror
109383,Comedy
116738,Comedy
116799,Romance
118572,Comedy
122886,Sci-Fi
131098,Children
134246,Action
134528,Comedy
135536,Sci-Fi
135887,Adventure
138186,Horror
140737,Fantasy
144352,Drama
155358,Action
193581,Action
160,Action
377,Action
722,Documentary
780,Sci-Fi
888,Animation
1320,Action
1344,Crime
1401,Drama
1423,Drama
1825,Drama
1883,Comedy
2243,Romance
2292,Romance
2328,Horror
2329,Crime
2334,Action
2370,Drama
2482,Romance
2926,Drama
3143,Drama
3593,Action
3671,Comedy
3761,Thriller
3825,Romance
3845,Drama
4166,Drama
4268,Comedy
4404,Drama
4448,Drama
4519,Fantasy
4678,Comedy
4745,Drama
4789,Musical
4814,Thriller
5146,Horror
5181,Action
5346,Romance
5433,Drama
5540,Action
5909,Horror
6060,Romance
6584,Thriller
6650,Drama
7124,Documentary
8033,Crime
8465,Film-Noir
8865,Sci-Fi
26048,Drama
26681,Drama
26958,Romance
32243,Action
33201,Thriller
33836,Comedy
33903,Romance
34540,Drama
37733,Crime
43556,Drama
44199,Crime
44929,Romance
45074,Adventure
47516,Comedy
48560,Drama
51498,Comedy
51925,Fantasy
53578,Comedy
60040,Sci-Fi
62999,Action
64030,Crime
64499,War
65350,Adventure
65350,Thriller
66783,Horror
69746,Animation
70208,Horror
78116,Drama
78174,Comedy
79684,Drama
80463,Drama
88163,Drama
93272,Animation
95067,Comedy
96737,Sci-Fi
97470,Thriller
99638,Comedy
102984,Thriller
108795,Animation
109374,Drama
109569,Action
110297,Crime
131130,Animation
133780,Comedy
134334,Comedy
135887,Comedy
138632,Drama
149902,Sci-Fi
170837,Fantasy
188833,Comedy
96,Drama
340,War
360,Comedy
363,Documentary
434,Thriller
661,Children
678,Thriller
788,Sci-Fi
858,Drama
1161,Drama
1175,Romance
1197,Fantasy
1396,Sci-Fi
1409,Comedy
1635,Drama
1829,Drama
1883,Romance
2019,Action
2090,Adventure
2170,Action
2391,Thriller
2398,Comedy
2544,Romance
2764,Crime
2892,Drama
3046,Comedy
3261,Drama
3303,Documentary
3402,Romance
3403,Thriller
3404,Drama
3760,Comedy
3793,Action
3806,Western
4084,Crime
4214,Comedy
4270,Adventure
4444,Action
4504,Comedy
4792,Horror
4920,Drama
4991,Comedy
5170,Action
5349,Sci-Fi
5909,Comedy
6335,Thriller
6574,Thriller
6615,Horror
6707,Thriller
6989,Crime
7052,Drama
7085,Romance
7164,Action
7219,Drama
7228,Comedy
7368,Crime
7782,Action
8364,Drama
8973,Drama
26236,Action
26614,Thriller
27320,Comedy
27704,Action
33124,War
33126,Comedy
33145,Drama
48678,Action
48678,Thriller
50274,Romance
54686,Action
55854,Drama
56022,Drama
56060,Comedy
58803,Romance
60037,Drama
60516,Romance
61071,Adventure
62834,Sci-Fi
63853,Adventure
65682,Thriller
66240,Fantasy
71108,Mystery
72407,Fantasy
74532,Crime
85412,Horror
87234,Romance
89208,Thriller
93272,Musical
102378,Drama
109895,Comedy
112940,Thriller
118696,Adventure
119218,Crime
120637,Action
129428,Drama
130520,Adventure
140481,Sci-Fi
143365,Sci-Fi
146684,Children
166558,Horror
176621,Comedy
184987,Sci-Fi
371,Comedy
594,Children
810,Fantasy
915,Romance
1054,Drama
1089,Mystery
1117,Drama
1190,Crime
1236,Romance
1269,Thriller
1367,Children
1438,Thriller
1760,Comedy
1862,Horror
1893,Drama
2021,Sci-Fi
2115,Action
2137,Children
2586,Crime
2587,Comedy
2590,Drama
2843,Romance
2874,Musical
2881,Action
3183,Drama
3185,Drama
3206,Romance
3243,Comedy
3261,Comedy
3431,Drama
3708,Horror
3763,Action
4032,Comedy
4054,Drama
4310,Romance
4672,Romance
4766,Crime
4810,Drama
4878,Drama
5039,Adventure
5064,Thriller
5365,Drama
5449,Romance
5506,Mystery
5591,Comedy
5620,Comedy
5675,Comedy
5867,Crime
6234,Drama
6484,Drama
6614,Comedy
6705,Crime
6885,Crime
7032,Romance
7118,Drama
7127,Thriller
7411,Horror
7883,Horror
8327,Drama
8481,Romance
8795,Action
8914,Drama
8934,Children
8947,Thriller
8949,Drama
25865,Film-Noir
26122,War
26317,Romance
26828,Children
31433,Romance
32017,Action
33158,Crime
33162,Romance
34450,Crime
38583,Action
44777,Sci-Fi
44972,Comedy
54771,Sci-Fi
55278,Mystery
55820,Drama
56152,Fantasy
57772,Crime
60289,Mystery
61729,Comedy
66203,Comedy
67197,Thriller
67255,Crime
72424,Thriller
75985,Thriller
77866,Action
78746,Documentary
79299,Crime
82169,Fantasy
84392,Crime
84772,Comedy
86286,Animation
86295,Horror
89945,Horror
91488,Musical
91842,Crime
92938,Fantasy
